ticker,company_name,sector,score,trend_r2,annual_return_pct,quarter_return_pct
1909.T,日本ドライケミカル,機械,0.8005064096585316,0.6941254933886134,61.63915765509391,5.380333951762517
1871.T,ピーエス・コンストラクション,建設業,0.6821981657080678,0.8088011052749868,32.232496697490085,-5.655042412818101
4626.T,太陽ホールディングス,化学,0.6728285196124152,0.672396148462601,29.86270022883295,0.2945508100147265
1720.T,東急建設,建設業,0.4710655370744598,0.2018394155905307,5.47945205479452,-7.8947368421052655
1967.T,ヤマト,建設業,0.4197452303228147,0.5841291010051182,6.759656652360513,-10.117434507678414
4013.T,勤次郎,情報・通信業,0.2367979480802114,0.8579291996535398,-36.5399534522886,-6.727480045610035
