ticker,company_name,sector,score,trend_r2,annual_return_pct,quarter_return_pct
3106.T,倉敷紡績,繊維製品,0.9468588009741438,0.8813760075083568,122.59358288770056,42.91845493562232
1980.T,ダイダン,建設業,0.8409170734234934,0.7541066223665398,127.49165391181182,24.291498575965758
6507.T,シンフォニアテクノロジー,電気機器,0.8162656717964661,0.8789497275507248,100.58997050147492,5.1004636785162205
9302.T,三井倉庫ホールディングス,倉庫・運輸関連業,0.664728897870356,0.4377362326745785,34.8870022014036,1.5957447222963994
1965.T,テクノ菱和,建設業,0.6392292554018343,0.8445216792908434,79.76694915254237,-16.23889437314906
