dataset,final_capital_v31,total_return_pct_v31,num_buys_v31,max_drawdown_pct_v31,final_capital_pre1,total_return_pct_pre1,num_buys_pre1,max_drawdown_pct_pre1,final_capital_pre3,total_return_pct_pre3,num_buys_pre3,max_drawdown_pct_pre3,final_capital_pre5,total_return_pct_pre5,num_buys_pre5,max_drawdown_pct_pre5
q2_2024,3184483.493652344,6.149449788411476,24,-7.837973894987382,2999157.854675293,-0.0280715108235685,49,-10.31744203566566,2978500.505065918,-0.7166498311360625,48,-10.38156982833901,2979872.604675293,-0.6709131774902288,49,-10.377285634960243
q3,3447369.251342775,14.912308378092495,27,-2.929349606946185,3634635.300598147,21.154510019938225,37,-2.732868721208981,3656422.3006591806,21.88074335530603,36,-2.038796561503231,3388769.6625976567,12.95898875325523,30,-4.380618141181469
q4,3354116.0,11.803866666666664,22,-1.6541483600067353,3608387.80053711,20.27959335123699,27,-3.7361803758626735,3576879.80053711,19.22932668457033,26,-3.742335347350534,3549299.9508056645,18.30999836018883,26,-4.342346109720041
4q2,3342272.5000000005,11.409083333333347,46,-6.642602319261004,3298662.000000001,9.955400000000036,43,-10.292324965424736,3287411.000000001,9.580366666666706,44,-10.323913338502631,3273459.000000001,9.115300000000026,39,-10.36335539067731
