source_file,ticker_code,company_name,market,disclosure_date,flags,categories,feature_summary,segment_summary,shikiho_score_overall,score_growth,score_profitability,score_safety,score_scale,score_undervalued,score_momentum,headline_count,earnings_row_count,guidance_row_count,market_cap,min_purchase_amount,volume,actual_pbr,ytd_return,ma200_gap,equity_ratio,interest_bearing_debt
1301.txt,1301,極洋,東証プライム,2026/02/06,業績予想更新あり / 優待あり / 貸借,水産農林 / 食品 / 水産事業,水産品の貿易、加工、買い付け主力。すしネタに強み。加工食品は業務用が軸。海外加工比率高い,水産55(3)、生鮮22(5)、食品22(3)、物流サービス1(10)、他0(12)【海外】11 <25.3> セグメント収益,3,3,2,2,2,5,3,2,10,4,615億円,51万円,"56,100株",0.81倍,+23.7%,+6.4%,35.2%,"92,702"
