post_table_name,other_table_name,post_rule_name,other_rule_name,total_final_capital,total_return_pct,avg_max_drawdown_pct,q2_2024_return_pct,q2_2024_final_capital,q3_return_pct,q3_final_capital,q4_return_pct,q4_final_capital,4q2_return_pct,4q2_final_capital
defensive_top10,regular_top20,normal,defensive,12357710.000610352,2.980916671752931,-6.460276165427297,-3.902999979654931,2882910.000610352,12.752066666666684,3382562.0000000005,-4.863899999999999,2854083.0,7.938500000000004,3238155.0
post_high_vol_top20,momentum_top20,normal,normal,12343482.17443848,2.8623514536540107,-7.537941743265582,-0.41536083984371475,2987539.1748046884,19.04253332112633,3571275.99963379,-2.5943999999999967,2922168.0,-4.583366666666633,2862499.000000001
post_high_vol_top20,momentum_top20,normal,defensive,12336212.674438477,2.801772286987303,-7.505784194157086,-0.28064417317704704,2991580.6748046884,20.646949987792972,3619408.499633789,-6.643466666666664,2800696.0,-2.5157499999999833,2924527.5000000005
post_high_vol_top20,regular_top30,defensive,normal,12327520.524963383,2.72933770802819,-11.280739419593168,15.705502065022792,3471165.061950684,10.618648767089889,3318559.4630126967,-15.485316666666648,2535440.5000000005,0.07851666666669477,3002355.500000001
defensive_top5,regular_top20,normal,defensive,12320198.878540039,2.668323987833654,-6.373985521482842,-3.057737381998682,2908267.8785400395,12.107399999999991,3363222.0,-5.747033333333329,2827589.0,7.370666666666681,3221120.0000000005
post_high_vol_top20,regular_top20,defensive,normal,12318742.337646488,2.6561861470540737,-7.232571363217749,-0.6069375122070175,2981791.8746337895,17.76068210042321,3532820.4630126962,-6.1234833333333345,2816295.5,-0.40551666666663877,2987834.500000001
post_high_vol_top20,regular_top30,normal,defensive,12288287.854003908,2.4023987833659,-9.540708909136375,9.048761812337268,3271462.854370118,6.83903332112632,3205170.9996337895,-11.073166666666667,2667805.0,4.794966666666678,3143849.0000000005
defensive_top10,regular_top30,normal,defensive,12287164.529174807,2.393037743123383,-9.47761706222659,9.765200972493515,3292956.0291748056,5.64420000000001,3169326.0000000005,-11.073166666666667,2667805.0,5.235916666666673,3157077.5
defensive_top10,regular_top30,defensive,normal,12274020.311950685,2.283502599589049,-11.36383455685471,14.756027065022792,3442680.811950684,10.10795000000002,3303238.500000001,-15.485316666666648,2535440.5000000005,-0.2446499999999796,2992660.5000000005
defensive_top5,regular_top30,normal,normal,12174334.189880375,1.4527849156697803,-9.862780528759078,8.99345632934574,3269803.6898803725,8.76318333333339,3262895.5000000014,-10.676416666666654,2679707.5000000005,-1.2690833333332985,2961927.500000001
defensive_top10,regular_top20,defensive,normal,12169886.37463379,1.415719788614922,-8.027239767387487,-1.1497208455403474,2965508.3746337895,12.931416666666706,3387942.500000001,-5.567100000000003,2832987.0,-0.5517166666666462,2983448.5000000005
defensive_top5,regular_top20,defensive,normal,12160295.626586916,1.3357968882242943,-8.20547869429132,-0.5294291137695195,2984117.1265869145,13.749683333333373,3412490.500000001,-6.673883333333331,2799783.5,-1.203183333333313,2963904.5000000005
none,regular_top20,defensive,normal,12099785.626586916,0.8315468882243104,-6.02103788671635,-2.1362291137695166,2935913.1265869145,11.40920000000003,3342276.000000001,-6.673883333333331,2799783.5,0.727100000000025,3021813.0000000005
none,regular_top20,normal,normal,12099785.626586916,0.8315468882243104,-6.02103788671635,-2.1362291137695166,2935913.1265869145,11.40920000000003,3342276.000000001,-6.673883333333331,2799783.5,0.727100000000025,3021813.0000000005
post_high_vol_top20,regular_top30,normal,normal,12010940.06140137,0.09116717834476429,-11.270919677823667,7.712302065022825,3231369.061950685,9.331683315022854,3279950.499450686,-15.485316666666648,2535440.5000000005,-1.1939999999999729,2964180.000000001
defensive_top10,regular_top30,normal,normal,12008516.311950687,0.07096926625573818,-11.147585429303206,8.038193731689503,3241145.811950685,8.481850000000058,3254455.500000002,-15.485316666666648,2535440.5000000005,-0.7508499999999807,2977474.5000000005
post_high_vol_top20,regular_top20,normal,normal,12006052.874084476,0.05044061737062844,-7.288135580544237,-7.718437512206988,2768446.8746337905,16.20651664835617,3486195.499450685,-6.608283333333331,2801751.5,-1.6780333333333064,2949659.000000001
defensive_top10,regular_top20,normal,normal,11914350.37463379,-0.7137468780517464,-7.846374040650475,-7.359754178873668,2779207.37463379,11.148616666666712,3334458.5000000014,-5.640383333333332,2830788.5,-1.0034666666666525,2969896.0000000005
defensive_top5,regular_top20,normal,normal,11888221.126586918,-0.9314906117756871,-7.787333749380096,-6.175912447102839,2814722.626586915,10.83228333333337,3324968.500000001,-6.673883333333331,2799783.5,-1.7084499999999725,2948746.500000001
