ticker,start_price,end_price,return_pct
3945.T,2779.0,2295.0,-17.4163368118028
3947.T,1855.0,1800.0,-2.96495956873315
3946.T,2872.0,2355.0,-18.001392757660163
3864.T,829.0,533.0,-35.70566948130277
3954.T,2150.0,1820.0,-15.348837209302324
3892.T,1476.0,1351.0,-8.468834688346883
3951.T,963.0,908.0,-5.711318795430942
3950.T,1263.3333740234375,1225.0,-3.0343039146788486
3953.T,782.0,693.0,-11.381074168797955
3891.T,2352.0,2037.0,-13.392857142857139
3861.T,634.7999877929688,574.0,-9.577818046965348
3948.T,885.0,774.0,-12.542372881355934
3941.T,1043.5,998.9000244140624,-4.274075283750611
3708.T,1251.6666259765625,1236.6666259765625,-1.1984021694512181
3895.T,493.0,542.0,9.93914807302232
3943.T,1060.0,1053.0,-0.6603773584905714
3955.T,1082.0,1198.0,10.720887245841038
3877.T,1532.0,1273.0,-16.90600522193212
3865.T,1055.0,1568.0,48.62559241706161
3944.T,2016.0,1870.0,-7.2420634920634885
