ticker,start_price,end_price,return_pct
2585.T,1660.0,1917.0,15.48192771084338
2813.T,6760.0,4510.0,-33.28402366863905
2003.T,7440.0,6980.0,-6.182795698924726
2814.T,2139.0,2035.0,-4.86208508648901
2923.T,6970.0,8190.0,17.50358680057389
2053.T,1622.0,1481.0,-8.692971639950676
2914.T,4365.0,4179.0,-4.261168384879721
4404.T,1515.0,1606.0,6.006600660065997
2809.T,3211.0,3580.0,11.491747119277473
2884.T,1638.0,1811.0,10.561660561660569
2217.T,1648.3333740234375,1515.0,-8.088981035309772
2805.T,2275.0,2492.5,9.56043956043957
4526.T,2768.0,2582.0,-6.719653179190754
2264.T,3395.0,3513.0,3.475699558173795
2207.T,2011.0,1814.0,-9.796121332670316
2607.T,2810.0,3171.0,12.846975088967971
2932.T,1660.0,1946.6666259765625,17.269073854009797
2915.T,2016.0,2236.0,10.912698412698418
2109.T,3430.0,3365.0,-1.895043731778423
2875.T,9572.0,9349.0,-2.329711659005429
