ticker,start_price,end_price,return_pct
6023.T,1653.0,1399.0,-15.366001209921354
7014.T,2423.0,1395.0,-42.42674370614941
6016.T,5296.66650390625,4230.0,-20.13844940246081
7269.T,1877.0,1592.5,-15.157165689930741
7012.T,6130.0,5805.0,-5.301794453507336
7299.T,1579.0,1198.0,-24.12919569347688
7292.T,5040.0,4880.0,-3.1746031746031744
6018.T,2658.0,2138.0,-19.563581640331073
7314.T,1126.0,1196.0,6.216696269982247
7102.T,2545.0,2153.0,-15.402750491159134
7226.T,2516.0,2524.0,0.31796502384737746
7236.T,3740.0,3410.0,-8.823529411764708
7287.T,1477.0,1162.0,-21.327014218009477
7399.T,636.0,518.0,-18.55345911949685
7202.T,2163.0,1931.0,-10.725843735552477
7213.T,687.0,558.0,-18.777292576419214
7296.T,2351.0,2380.0,1.2335176520629432
7239.T,1972.0,1824.0,-7.505070993914808
7294.T,1158.0,1078.0,-6.908462867012089
7235.T,757.0,715.0,-5.548216644649939
