ticker,start_price,end_price,return_pct
8708.T,2650.0,1768.0,-33.28301886792453
5842.T,5070.0,4050.0,-20.118343195266274
8622.T,585.0,466.0,-20.341880341880348
8601.T,1239.0,1005.0,-18.886198547215493
7148.T,2249.0,2220.0,-1.2894619831036014
7172.T,1633.0,1055.0,-35.3949785670545
7185.T,4150.0,3545.0,-14.578313253012043
8624.T,864.0,674.0,-21.990740740740744
7175.T,1492.0,1271.0,-14.812332439678288
8707.T,2275.0,1995.0,-12.307692307692308
8473.T,2059.5,1647.5,-20.004855547462974
8747.T,1566.0,1644.0,4.980842911877392
8613.T,1083.0,920.0,-15.05078485687904
8609.T,800.0,620.0,-22.499999999999996
8604.T,926.0,743.0,-19.762419006479483
8616.T,579.0,483.0,-16.580310880829018
8706.T,1470.0,1390.0,-5.442176870748295
8737.T,505.0,440.0,-12.871287128712872
8704.T,786.0,819.0,4.198473282442738
5834.T,3135.0,2801.0,-10.65390749601276
