ticker,start_price,end_price,return_pct
9324.T,1608.0,1616.0,0.4975124378109541
9369.T,1686.0,1965.0,16.548042704626333
9301.T,1060.199951171875,1044.4000244140625,-1.4902780122134751
9310.T,1079.0,880.0,-18.44300278035218
9368.T,883.0,721.0,-18.34654586636466
9319.T,1315.0,1388.0,5.551330798479093
9311.T,5630.0,5640.0,0.1776198934280604
9312.T,2244.0,2001.0,-10.828877005347593
9322.T,1230.0,1131.0,-8.048780487804875
9366.T,906.0,781.0,-13.796909492273734
9302.T,1595.0,2070.0,29.780564263322894
9367.T,810.0,718.0,-11.358024691358025
9303.T,2632.0,2693.0,2.3176291793313153
9304.T,832.5,751.25,-9.759759759759756
9355.T,1830.0,1809.0,-1.1475409836065542
9313.T,784.0,849.0,8.290816326530614
9363.T,454.0,409.0,-9.911894273127754
9306.T,1529.0,1310.0,-14.32308698495749
9380.T,298.0,322.0,8.053691275167797
9365.T,1428.0,1259.0,-11.834733893557425
