ticker,start_price,end_price,return_pct
4685.T,1965.0,1952.5,-0.6361323155216314
2349.T,2600.0,2330.0,-10.384615384615381
4333.T,1632.0,1404.0,-13.970588235294112
9719.T,3213.0,2959.5,-7.889822595704954
3964.T,1376.0,1215.0,-11.700581395348841
9436.T,1977.5,1977.5,0.0
9766.T,11645.0,14545.0,24.90339201373981
4762.T,1500.0,1467.0,-2.200000000000002
3817.T,4475.0,4270.0,-4.5810055865921795
3766.T,1059.0,980.0,-7.459867799811137
9709.T,865.0,847.0,-2.0809248554913284
9445.T,450.0,430.0,-4.444444444444439
9799.T,778.5,819.0,5.202312138728327
2327.T,2732.0,3735.0,36.71303074670571
4743.T,1463.0,1376.0,-5.946684894053311
9629.T,2366.0,2060.0,-12.93322062552832
3921.T,1704.0,1919.0,12.617370892018776
3712.T,4145.0,4545.0,9.65018094089265
2329.T,500.0,697.0,39.39999999999999
9435.T,30300.0,31870.0,5.181518151815179
