ticker,start_price,end_price,return_pct
9049.T,7320.0,6350.0,-13.251366120218577
9068.T,5540.0,5460.0,-1.4440433212996373
9034.T,1128.0,998.0,-11.524822695035464
9063.T,3605.0,3100.0,-14.008321775312071
9028.T,1850.0,2376.0,28.43243243243243
9067.T,367.0,490.0,33.514986376021795
9025.T,2398.0,2491.0,3.87823185988323
9059.T,871.0,815.0,-6.429391504018367
9073.T,1018.0,921.0,-9.52848722986247
9029.T,1251.0,1121.0,-10.391686650679455
9060.T,4040.0,3720.0,-7.920792079207917
9051.T,898.0,989.0,10.133630289532292
9057.T,2700.0,2531.0,-6.259259259259265
9024.T,2225.0,3191.0,43.415730337078664
9065.T,5488.0,4814.0,-12.281341107871723
9072.T,1820.0,1893.5,4.038461538461546
9037.T,1110.0,1248.0,12.432432432432439
9074.T,3115.0,2830.0,-9.14927768860353
9142.T,3500.0,4135.0,18.14285714285715
9069.T,1130.0,1247.0,10.353982300884956
