ticker,start_price,end_price,return_pct
4886.T,2500.0,2218.0,-11.280000000000001
4887.T,2188.333251953125,2037.5,-6.892608875659301
4549.T,2241.0,2324.0,3.703703703703698
4894.T,7360.0,9360.0,27.173913043478272
4536.T,1641.0,1734.5,5.697745277269961
4540.T,4090.0,4512.0,10.317848410757957
4553.T,2939.0,3010.0,2.4157876828853286
4578.T,6794.0,8083.0,18.972622902561078
4538.T,2444.0,2247.0,-8.060556464811786
4592.T,1258.0,1153.0,-8.346581875993643
4595.T,1620.0,1622.0,0.12345679012346622
4548.T,879.0,850.0,-3.29920364050057
4519.T,5600.0,6932.0,23.785714285714278
4568.T,5447.0,4709.0,-13.548742427024052
4884.T,1028.0,847.0,-17.60700389105059
4512.T,258.0,265.0,2.7131782945736482
4574.T,418.0,392.0,-6.2200956937799035
4556.T,1183.0,1152.0,-2.6204564666103103
4570.T,534.0,428.0,-19.850187265917608
4888.T,391.0,534.0,36.57289002557545
