ticker,start_price,end_price,return_pct
8253.T,3335.0,3581.0,7.376311844077965
8793.T,4135.0,3755.0,-9.189842805320437
8591.T,3578.0,3318.0,-7.266629401900504
8772.T,847.0,727.0,-14.16765053128689
8566.T,5340.0,4945.0,-7.3970037453183535
7164.T,2979.0,2822.0,-5.270224907687149
8511.T,1606.0,1915.0,19.240348692403497
8697.T,1888.5,1855.5,-1.7474185861795055
8593.T,1070.0,1010.5,-5.5607476635514015
8572.T,409.0,381.2000122070313,-6.797063030065697
7199.T,2188.0,2118.0,-3.199268738574035
8425.T,1140.0,987.0,-13.421052631578945
7187.T,1360.0,1429.0,5.07352941176471
8439.T,1524.0,1606.0,5.38057742782152
8789.T,87.0,73.0,-16.09195402298851
5843.T,903.0,834.0,-7.641196013289031
7320.T,1522.5,1457.0,-4.30213464696223
7196.T,920.0,835.0,-9.239130434782606
8424.T,4160.0,3666.666748046875,-11.858972402719347
8596.T,1093.0,997.0,-8.783165599268072
