ticker,start_price,end_price,return_pct
7721.T,3560.0,3205.0,-9.97191011235955
7979.T,2310.0,2322.0,0.5194805194805197
7740.T,1050.0,1117.5,6.428571428571428
7734.T,4225.0,3840.0,-9.112426035502963
8050.T,4930.0,3890.0,-21.095334685598377
7744.T,1498.3333740234375,1456.6666259765625,-2.7808729865629545
7760.T,802.0,692.0,-13.715710723192021
7769.T,3855.0,4090.0,6.095979247730221
7729.T,12375.0,7550.0,-38.98989898989898
7745.T,2980.0,2111.0,-29.161073825503358
7711.T,1764.0,1860.0,5.442176870748305
7762.T,1080.0,911.0,-15.648148148148145
8086.T,1269.0,1423.5,12.174940898345143
7725.T,1740.0,1208.0,-30.574712643678158
7715.T,3190.0,2494.0,-21.818181818181813
7749.T,2944.0,2892.0,-1.7663043478260865
7723.T,2320.0,2019.0,-12.97413793103448
7717.T,3060.0,2490.0,-18.627450980392158
7733.T,2602.0,2718.5,4.477325134511911
6376.T,1165.0,1012.0,-13.13304721030043
