ticker,start_price,end_price,return_pct
7305.T,5390.0,4760.0,-11.688311688311693
5451.T,1124.0,1118.0,-0.5338078291814985
5602.T,950.0,819.0,-13.78947368421053
5612.T,1620.0,1305.0,-19.444444444444443
5461.T,3065.0,2511.0,-18.075040783034257
5449.T,2400.0,3425.0,42.70833333333333
5445.T,5120.0,5150.0,0.5859375
5484.T,2047.0,2106.0,2.8822667318026296
5406.T,2010.0,1711.5,-14.850746268656712
5444.T,7880.0,7157.0,-9.175126903553299
5458.T,929.0,925.0,-0.43057050592034685
5464.T,1064.0,1036.0,-2.631578947368418
5659.T,1280.0,1229.0,-3.9843749999999956
5410.T,5180.0,4125.0,-20.366795366795365
5660.T,1180.0,1183.0,0.25423728813558366
5463.T,1250.0,1121.0,-10.319999999999997
5471.T,1499.5,1404.5,-6.3354451483827905
5408.T,951.0,776.0,-18.401682439537325
5476.T,500.0,391.0,-21.799999999999997
5411.T,2339.0,1918.5,-17.977768277041474
