dataset,final_capital,total_return_pct,num_buys,max_drawdown_pct
q2_2024,2512513.500000001,-16.249549999999967,15,-21.121110232067497
q3,3445761.8251953134,14.85872750651045,10,-7.334828237688007
q4,3031478.4246826177,1.0492808227539285,40,-4.335604872194276
4q2,2840593.250000001,-5.313558333333301,52,-14.600299463037258
